-1.120e-01 1.318e+00
-1.191e+00 1.197e+00
5.400e-02 7.200e-01
-1.675e+00 4.084e+00
2.789e+00 -2.740e+00
-2.082e+00 2.880e+00
1.474e+00 -1.307e+00
-2.014e+00 2.719e+00
-1.674e+00 2.395e+00
1.863e+00 -2.829e+00
-1.649e+00 2.450e+00
4.720e-01 3.180e-01
-2.298e+00 3.045e+00
-2.295e+00 4.467e+00
-1.084e+00 1.936e+00
-2.958e+00 4.087e+00
2.139e+00 -2.891e+00
-2.929e+00 4.720e+00
2.993e+00 -3.665e+00
-1.970e+00 3.969e+00
3.420e-01 9.710e-01
-1.701e+00 3.134e+00
1.984e+00 -1.684e+00
-2.060e+00 2.342e+00
8.680e-01 -6.180e-01
