-4.000444948876187112e+01,1.701211448612342849e+02,5.703459077640731323e+01,-4.406115852434364797e+02,-3.385376541525682228e+02,2.602852943048699217e+02,-2.323239908692541462e+02,-3.025663397959937129e+02,1.704627101413108790e+02,1.333873664323449191e+02,-8.476205142591282993e+01,2.334866703870049207e+02,-4.094864751783741497e+01,3.683071762788108572e+01,1.321167499440987925e+01,-3.188729410097699883e+02,-1.311329171603830730e+02,-3.283264977123648265e+01,-4.533052388182079895e+00,-2.556053507804848479e+01,2.932047392028254649e+02,2.811723278425012609e+02,6.979159854550339048e+01,-1.577377159128244273e+02,-1.641431278236998637e+00,1.254804128003934949e+02,-8.401251561940117352e-01
-4.195277740849548564e+01,1.702953667921395038e+02,5.768672696897874630e+01,-4.412276348031958264e+02,-3.368900754012510674e+02,2.592551138798718284e+02,-2.315299079093304044e+02,-3.027838966395781313e+02,1.690497460414358102e+02,1.351793615097818133e+02,-8.523554501619867096e+01,2.325186456086702265e+02,-4.218209913368419706e+01,3.967168766050742335e+01,1.314124327634293365e+01,-3.201232190268192426e+02,-1.318097731833121031e+02,-3.259412655452896956e+01,-2.111040142465673952e+00,-2.467834111270823882e+01,2.927400199237089851e+02,2.830094578025327223e+02,7.008997372804161330e+01,-1.569379950120080878e+02,-3.187803235161160487e+00,1.282217979839394673e+02,8.976897226773619121e-01
-4.146208356857763988e+01,1.706597238819984739e+02,5.574153939907201050e+01,-4.407067885683007944e+02,-3.380084180294027192e+02,2.601184675098935486e+02,-2.330977066684563113e+02,-3.036712271803805834e+02,1.685336574572267523e+02,1.343315357778708687e+02,-8.460926619446725283e+01,2.328084682646129409e+02,-4.176974453935349629e+01,3.477346331280495662e+01,1.294514710691105286e+01,-3.179355902950181871e+02,-1.302288756430010039e+02,-3.384651689582864975e+01,-1.858110951237822217e+00,-2.605122531276908404e+01,2.928535217890544118e+02,2.820960054098356409e+02,7.119286056160862586e+01,-1.598003645527285244e+02,-2.668924663732002767e+00,1.258756020029961462e+02,-1.024345028492758436e+00
3.044458062359386830e+01,-4.927893244716420185e+01,-1.628757823943769267e+01,-8.162009263351558275e+01,-9.136719768995103408e+00,-3.911175683050769436e+01,-3.808988299626718543e+01,3.259097202545326581e+02,-9.556759094930859177e+00,-8.321117850533600802e+01,-8.675963537047121577e+01,-9.201512496604819091e+01,-9.737100551292495254e+01,-1.549067757952665936e+01,-1.679023621020468511e+02,-3.506645296888420376e+02,-1.934052977564504658e+02,-2.063705363237494055e+02,-2.970069888596593799e+01,-1.222940178811342236e+02,1.363331019531099564e+01,-3.321045049785735728e+02,2.571175746288837445e+02,7.522076913591581615e+01,-8.213410106434355384e+01,2.677716906097472247e+02,5.291335166192733669e-02
3.093040158245278803e+01,-5.045951707731804703e+01,-1.685530004253651626e+01,-8.125523223239180481e+01,-9.744587954401119134e+00,-3.940150065266703905e+01,-3.778992396693379163e+01,3.268319914117145117e+02,-8.316390623723405540e+00,-8.351400349492858766e+01,-8.577695703440394936e+01,-9.239675312555033315e+01,-9.830762652896285658e+01,-1.748380386188421909e+01,-1.684114372814226499e+02,-3.508218427655438063e+02,-1.931028782456256181e+02,-2.054259655780492153e+02,-2.950365399787200360e+01,-1.199314739911026209e+02,1.414009729703751361e+01,-3.339097657163919735e+02,2.564315015050590887e+02,7.594335417016041845e+01,-8.183384907666291497e+01,2.694307318541162886e+02,-1.254123164394324697e+00
3.123692427947832684e+01,-5.042726554371358816e+01,-1.649681249473543332e+01,-8.119068675288360737e+01,-9.888697074767815565e+00,-3.962984392206465856e+01,-3.842368329853961484e+01,3.265491303924671342e+02,-8.429369165254612994e+00,-8.396184514003769550e+01,-8.525045887483047125e+01,-9.212523350912421449e+01,-9.839634264299255051e+01,-1.712452292663144604e+01,-1.679495416416731928e+02,-3.506749089011851765e+02,-1.940130259704286857e+02,-2.050343179845819179e+02,-2.969367932436028568e+01,-1.194224117586062022e+02,1.404168121670954505e+01,-3.340225797760710407e+02,2.566575553451555152e+02,7.607192072048135856e+01,-8.174912479231088014e+01,2.690835790883066920e+02,-1.879865347065325309e+01
3.045785909629179145e+01,-5.236558115853037521e+01,-1.822939682899895075e+01,-8.042455524126309285e+01,-1.024727486185896908e+01,-3.894511106478709195e+01,-3.663742639969711945e+01,3.287702688375942444e+02,-6.673554584062724615e+00,-8.266250281238271214e+01,-8.610268983513817886e+01,-9.322294346224170170e+01,-9.958632452166774840e+01,-2.077562583960829201e+01,-1.698324111388312190e+02,-3.513897383630870763e+02,-1.909176661552579048e+02,-2.042143864440938614e+02,-2.901433829888442517e+01,-1.171541605308511862e+02,1.460865714547671956e+01,-3.359410960011398402e+02,2.546886613117025604e+02,7.651460550382581971e+01,-8.118648019121576453e+01,2.722730188879168054e+02,1.506184918174025711e+01
3.064627756881974108e+01,-4.974780988909969892e+01,-1.636694479077034714e+01,-8.117132770995553415e+01,-9.922544696533538655e+00,-3.924998790571494567e+01,-3.872105355340741539e+01,3.261312218259313909e+02,-9.267717679436680456e+00,-8.308475773559068500e+01,-8.602769371668210852e+01,-9.158240218601262939e+01,-9.741124526587719856e+01,-1.508722072558086680e+01,-1.682627938026016921e+02,-3.504823675860004641e+02,-1.942189975336081602e+02,-2.057311982677871072e+02,-2.983376798512072980e+01,-1.213480956923479397e+02,1.323860447739961188e+01,-3.328495400123663330e+02,2.566269278761674286e+02,7.564217015443244918e+01,-8.146577243169426197e+01,2.683766560874071843e+02,-4.751010221115859800e+00
-3.874216798123866567e+01,1.714027740345627819e+02,5.799064411134843766e+01,-4.411246194289075220e+02,-3.362052701681179769e+02,2.603593758361549249e+02,-2.320773030089481779e+02,-3.029623318521682336e+02,1.684018004831297333e+02,1.364903176698332743e+02,-8.417644210574084696e+01,2.344448535276329153e+02,-4.246116574833791191e+01,3.811853582428688725e+01,1.362795447339527932e+01,-3.179733757501004447e+02,-1.296719545172576034e+02,-3.233448995404533832e+01,-2.127106569189288976e+00,-2.529179745801848611e+01,2.940241592355612283e+02,2.811954991830784820e+02,6.914208397248843596e+01,-1.600835545605739583e+02,-2.848866783822717963e+00,1.261518624087025415e+02,-6.860296663439087173e-01
-4.040976449383096991e+01,1.716502641946262884e+02,5.786006393507645384e+01,-4.389081495158508233e+02,-3.381031602755454060e+02,2.623661292995477083e+02,-2.346866867027534056e+02,-3.030210052353426136e+02,1.676778561395251756e+02,1.351318248437856937e+02,-8.463779903959097339e+01,2.345414478147386035e+02,-4.255516017551708075e+01,3.688196737005407044e+01,1.405134013790576653e+01,-3.174222802030544131e+02,-1.299224538226824279e+02,-3.383032224776044217e+01,-3.106422868991233877e+00,-2.713977932053230546e+01,2.950924830898708819e+02,2.801262478177233106e+02,6.930581805950828311e+01,-1.591401484673244511e+02,-1.540405035854834903e+00,1.248599306763769903e+02,-2.234019602462292475e+00
