-3.000000e+00 8.218480e-02
-2.950000e+00 -2.933116e-02
-2.900000e+00 -2.478562e-02
-2.850000e+00 -5.156425e-02
-2.800000e+00 4.593158e-02
-2.750000e+00 -1.116984e-01
-2.700000e+00 9.150514e-02
-2.650000e+00 -3.270855e-02
-2.600000e+00 2.262911e-02
-2.550000e+00 -4.186507e-03
-2.500000e+00 8.331750e-02
-2.450000e+00 -9.048969e-02
-2.400000e+00 -8.694801e-04
-2.350000e+00 -7.319204e-04
-2.300000e+00 7.892263e-02
-2.250000e+00 -2.839393e-02
-2.200000e+00 2.300681e-02
-2.150000e+00 -6.521210e-03
-2.100000e+00 4.599088e-02
-2.050000e+00 8.033498e-02
-2.000000e+00 4.311711e-03
-1.950000e+00 1.255756e-01
-1.900000e+00 1.232594e-01
-1.850000e+00 1.139620e-01
-1.800000e+00 1.453024e-01
-1.750000e+00 7.818003e-02
-1.700000e+00 1.189020e-01
-1.650000e+00 9.136738e-02
-1.600000e+00 1.381229e-01
-1.550000e+00 1.914384e-01
-1.500000e+00 1.435417e-01
-1.450000e+00 1.710227e-01
-1.400000e+00 1.684775e-01
-1.350000e+00 1.714837e-01
-1.300000e+00 1.897063e-01
-1.250000e+00 2.304633e-01
-1.200000e+00 1.810622e-01
-1.150000e+00 2.522084e-01
-1.100000e+00 3.245299e-01
-1.050000e+00 2.770011e-01
-1.000000e+00 2.258511e-01
-9.500000e-01 1.837430e-01
-9.000000e-01 1.806225e-01
-8.500000e-01 2.897621e-01
-8.000000e-01 1.923657e-01
-7.500000e-01 1.405095e-01
-7.000000e-01 1.627024e-01
-6.500000e-01 2.377325e-01
-6.000000e-01 1.176362e-01
-5.500000e-01 1.213838e-01
-5.000000e-01 8.510059e-02
-4.500000e-01 3.343041e-02
-4.000000e-01 -2.304016e-02
-3.500000e-01 2.438747e-03
-3.000000e-01 -1.305400e-03
-2.500000e-01 3.167969e-02
-2.000000e-01 4.194917e-02
-1.500000e-01 4.899948e-02
-1.000000e-01 2.417986e-02
-5.000000e-02 6.670088e-02
-1.065814e-14 2.280103e-03
5.000000e-02 1.249874e-01
1.000000e-01 1.147510e-01
1.500000e-01 1.048699e-01
2.000000e-01 1.781522e-01
2.500000e-01 1.864526e-01
3.000000e-01 2.850643e-01
3.500000e-01 3.436144e-01
4.000000e-01 4.160505e-01
4.500000e-01 2.752252e-01
5.000000e-01 3.094067e-01
5.500000e-01 3.904465e-01
6.000000e-01 4.545147e-01
6.500000e-01 5.173395e-01
7.000000e-01 5.120091e-01
7.500000e-01 4.131189e-01
8.000000e-01 5.119822e-01
8.500000e-01 5.767032e-01
9.000000e-01 5.497830e-01
9.500000e-01 5.744464e-01
1.000000e+00 5.186300e-01
1.050000e+00 5.087745e-01
1.100000e+00 5.132815e-01
1.150000e+00 5.061411e-01
1.200000e+00 4.742934e-01
1.250000e+00 4.466584e-01
1.300000e+00 3.816358e-01
1.350000e+00 4.071731e-01
1.400000e+00 3.666886e-01
1.450000e+00 3.890294e-01
1.500000e+00 3.645497e-01
1.550000e+00 2.863879e-01
1.600000e+00 2.317031e-01
1.650000e+00 1.929569e-01
1.700000e+00 2.218048e-01
1.750000e+00 1.817123e-01
1.800000e+00 1.394629e-01
1.850000e+00 1.393106e-01
1.900000e+00 8.829860e-02
1.950000e+00 1.380523e-01
2.000000e+00 6.629126e-02
2.050000e+00 1.369509e-01
2.100000e+00 8.447548e-02
2.150000e+00 8.395513e-02
2.200000e+00 -9.200961e-03
2.250000e+00 4.646324e-02
2.300000e+00 6.853882e-02
2.350000e+00 -2.170204e-02
2.400000e+00 7.990589e-03
2.450000e+00 1.899430e-02
2.500000e+00 -5.458286e-02
2.550000e+00 2.709934e-02
2.600000e+00 5.139639e-02
2.650000e+00 -3.573383e-02
2.700000e+00 2.326568e-02
2.750000e+00 -6.109257e-02
2.800000e+00 1.608246e-03
2.850000e+00 -7.802777e-02
2.900000e+00 5.821036e-02
2.950000e+00 2.209385e-02
